Transcript	150904CM018-B_al_sorted.bam	150904CM018-W_al_sorted.bam	150904CM763-B_al_sorted.bam	150904CM763-W_al_sorted.bam	150904CM764-B_al_sorted.bam
CNAG_05820T0	31	3148.0	2892.0	165.0	526.0
CNAG_05822T0	8	347.0	924.0	27.0	116.0
CNAG_05823T0	1	275.0	196.0	16.0	35.0
CNAG_05824T0	10	679.0	729.0	48.0	148.0
CNAG_05825T0	19	1481.0	1490.0	146.0	245.0
CNAG_05826T0	34	2173.0	1512.0	192.0	304.0
CNAG_05827T0	36	2667.0	929.0	246.0	172.0
CNAG_05828T0	42	3008.0	496.0	224.0	140.0
CNAG_05829T0	29	856.0	3004.0	66.0	558.0
CNAG_05830T0	13	507.0	527.0	45.0	91.0
CNAG_05830T1	13	507.0	527.0	45.0	91.0
CNAG_05831T0	3	121.0	334.0	13.0	42.0
CNAG_05833T0	2	15.0	70.0	4.0	12.0
CNAG_05834T0	53	1289.0	6757.0	127.0	1359.0
CNAG_05834T1	51	1245.0	6287.0	118.0	1253.0
CNAG_05835T0	20	1333.0	2033.0	91.0	687.0
CNAG_05835T1	20	1333.0	2033.0	91.0	687.0
CNAG_05836T0	13	420.0	916.0	29.0	153.0
CNAG_05838T0	30	978.0	3310.0	83.0	606.0
CNAG_05839T0	86	10217.0	7670.0	736.0	1734.0
CNAG_05839T1	86	10217.0	7670.0	736.0	1734.0
CNAG_05840T0	5	805.0	856.0	48.0	245.0
CNAG_05841T0	6	525.0	427.0	46.0	59.0
CNAG_05842T0	33	331.0	3055.0	29.0	983.0
CNAG_05843T0	10	729.0	981.0	46.0	151.0
CNAG_05844T0	9	620.0	806.0	82.0	202.0
CNAG_05845T0	20	2771.0	1301.0	164.0	256.0
CNAG_05846T0	10	400.0	1180.0	41.0	233.0
CNAG_05847T0	72	4664.0	5940.0	440.0	1640.0
CNAG_05848T0	42	2865.0	2279.0	222.0	403.0
CNAG_05851T0	14	668.0	1572.0	49.0	281.0
CNAG_05852T0	24	2041.0	1661.0	90.0	465.0
CNAG_05853T0	2	60.0	357.0	8.0	41.0
CNAG_05854T0	5	134.0	390.0	33.0	71.0
CNAG_05855T0	66	2611.0	5359.0	88.0	2282.0
CNAG_05858T0	9	907.0	953.0	99.0	175.0
CNAG_05859T0	3	361.0	175.0	30.0	24.0
CNAG_05860T0	30	998.0	3266.0	58.0	857.0
CNAG_05860T1	30	998.0	3266.0	58.0	857.0
CNAG_05861T0	8	249.0	168.0	10.0	23.0
CNAG_05861T1	8	249.0	168.0	10.0	23.0
CNAG_05862T0	8	817.0	951.0	64.0	164.0
CNAG_05862T1	8	817.0	951.0	64.0	164.0
CNAG_05863T0	3	95.0	301.0	29.0	47.0
CNAG_05864T0	46	2772.0	1239.0	149.0	400.0
CNAG_05865T0	35	4280.0	2883.0	386.0	682.0
CNAG_05866T0	4	119.0	123.0	9.0	15.0
CNAG_05867T0	14	151.0	1329.0	18.0	321.0
CNAG_05871T0	43	2577.0	3117.0	122.0	831.0
CNAG_05872T0	54	2202.0	5355.0	93.0	1704.0
CNAG_05873T0	9	707.0	643.0	23.0	419.0
CNAG_05874T0	247	9487.0	20355.0	293.0	10644.0
CNAG_05875T0	10	533.0	172.0	54.0	22.0
CNAG_05877T0	7	442.0	737.0	22.0	138.0
CNAG_05878T0	85	13015.0	2540.0	611.0	670.0
CNAG_05880T0	8	438.0	545.0	45.0	106.0
CNAG_05881T0	33	1563.0	2680.0	107.0	531.0
CNAG_05882T0	42	2482.0	3883.0	120.0	794.0
CNAG_05882T1	42	2482.0	3883.0	120.0	794.0
CNAG_05884T0	52	869.0	1596.0	179.0	260.0
CNAG_05885T0	2	37.0	394.0	7.0	43.0
CNAG_05886T0	16	2639.0	1352.0	206.0	279.0
CNAG_05887T0	6	791.0	494.0	49.0	122.0
CNAG_05888T0	35	4542.0	2011.0	257.0	586.0
CNAG_05889T0	37	2284.0	2183.0	119.0	641.0
CNAG_05890T0	1	32.0	86.0	2.0	11.0
CNAG_05891T0	73	1592.0	2566.0	38.0	601.0
CNAG_05892T0	14	1508.0	866.0	118.0	129.0
CNAG_05893T0	50	4767.0	1310.0	308.0	324.0
CNAG_05894T0	129	1939.0	4087.0	134.0	934.0
CNAG_05895T0	49	1280.0	2236.0	100.0	352.0
CNAG_05896T0	22	511.0	797.0	40.0	119.0
CNAG_05898T0	4	787.0	165.0	46.0	38.0
CNAG_05899T0	16	1778.0	609.0	176.0	115.0
CNAG_05900T0	55	3602.0	1222.0	273.0	233.0
CNAG_05901T0	2	117.0	291.0	11.0	49.0
CNAG_05902T0	2	474.0	269.0	32.0	55.0
CNAG_05903T0	7	476.0	756.0	28.0	120.0
CNAG_05904T0	93	15342.0	2476.0	1726.0	469.0
CNAG_05905T0	4	266.0	457.0	11.0	93.0
CNAG_05906T0	2	171.0	295.0	22.0	48.0
CNAG_05907T0	235	8237.0	8342.0	544.0	2023.0
CNAG_05908T0	3	103.0	165.0	10.0	31.0
CNAG_05909T0	241	19170.0	9411.0	1279.0	2382.0
CNAG_05910T0	7	310.0	1075.0	48.0	175.0
CNAG_05911T0	12	186.0	1287.0	39.0	243.0
CNAG_05912T0	21	1101.0	1906.0	135.0	324.0
CNAG_05913T0	1	61.0	150.0	10.0	17.0
CNAG_05914T0	8	110.0	664.0	7.0	225.0
CNAG_05915T0	50	3157.0	3838.0	92.0	2210.0
CNAG_05916T0	4	185.0	121.0	7.0	41.0
CNAG_05917T0	9	1623.0	465.0	146.0	111.0
CNAG_05918T0	768	73201.0	17399.0	4653.0	4644.0
CNAG_05919T0	11	760.0	606.0	38.0	115.0
CNAG_05920T0	6	377.0	489.0	32.0	75.0
CNAG_05921T0	50	1652.0	4626.0	74.0	1172.0
CNAG_05924T0	5	53.0	205.0	5.0	49.0
CNAG_05925T0	19	1039.0	2373.0	90.0	351.0
CNAG_05926T0	17	1716.0	1074.0	136.0	175.0
CNAG_05927T0	12	727.0	203.0	63.0	46.0
CNAG_05928T0	4	151.0	184.0	11.0	30.0
CNAG_05928T1	4	151.0	184.0	11.0	30.0
CNAG_05929T0	13	293.0	1399.0	18.0	358.0
CNAG_05930T0	30	908.0	2986.0	44.0	634.0
CNAG_05931T0	34	1521.0	4022.0	137.0	805.0
CNAG_05932T0	188	6884.0	17739.0	766.0	5759.0
CNAG_05933T0	58	5942.0	1784.0	217.0	443.0
CNAG_05934T0	6	285.0	349.0	30.0	56.0
CNAG_05935T0	26	2942.0	1811.0	193.0	330.0
CNAG_05936T0	31	686.0	1722.0	60.0	274.0
CNAG_05937T0	27	662.0	3103.0	91.0	881.0
CNAG_05937T1	27	662.0	3103.0	91.0	881.0
CNAG_05939T0	75	19342.0	1018.0	378.0	518.0
CNAG_05939T1	75	19342.0	1018.0	378.0	518.0
CNAG_05940T0	51	2181.0	3786.0	144.0	1265.0
CNAG_05941T0	3	118.0	510.0	14.0	101.0
CNAG_05962T0	25	348.0	1505.0	13.0	711.0
CNAG_05962T1	25	348.0	1505.0	13.0	711.0
CNAG_05962T2	16	315.0	1050.0	13.0	524.0
CNAG_05963T0	8	330.0	736.0	33.0	122.0
CNAG_05964T0	2	188.0	212.0	17.0	43.0
CNAG_05965T0	8	371.0	444.0	34.0	94.0
CNAG_05966T0	2	44.0	44.0	10.0	6.0
CNAG_05967T0	6	939.0	232.0	48.0	42.0
CNAG_05968T0	3	187.0	115.0	24.0	15.0
CNAG_05969T0	16	1607.0	1388.0	108.0	215.0
CNAG_05970T0	109	3087.0	4626.0	726.0	917.0
CNAG_05973T0	5	260.0	764.0	15.0	140.0
CNAG_05974T0	5	303.0	661.0	25.0	101.0
CNAG_05975T0	22	1015.0	1708.0	80.0	281.0
CNAG_05976T0	36	1634.0	947.0	171.0	159.0
CNAG_05977T0	154	3172.0	6581.0	188.0	1549.0
CNAG_05978T0	54	3013.0	2111.0	249.0	351.0
CNAG_05979T0	2	359.0	335.0	29.0	74.0
CNAG_05980T0	26	2418.0	1607.0	238.0	350.0
CNAG_05981T0	1	109.0	90.0	1.0	13.0
CNAG_05981T1	1	109.0	90.0	1.0	13.0
CNAG_05981T2	1	109.0	90.0	1.0	13.0
CNAG_05982T0	1	97.0	48.0	6.0	16.0
CNAG_05986T0	1	9.0	41.0	1.0	10.0
CNAG_05987T0	3	14.0	189.0	1.0	32.0
CNAG_05989T0	5	331.0	746.0	25.0	110.0
CNAG_05990T0	12	487.0	1172.0	27.0	233.0
CNAG_05991T0	5	177.0	449.0	16.0	64.0
CNAG_05991T1	4	82.0	348.0	5.0	50.0
CNAG_05993T0	50	1780.0	7309.0	156.0	1821.0
CNAG_05993T1	44	1684.0	5989.0	144.0	1526.0
CNAG_05994T0	236	5983.0	25028.0	334.0	6355.0
CNAG_05995T0	9	357.0	861.0	29.0	112.0
CNAG_05996T0	26	445.0	3300.0	52.0	512.0
CNAG_05997T0	44	5467.0	2035.0	414.0	410.0
CNAG_05998T0	10	466.0	1301.0	40.0	183.0
CNAG_05999T0	11	972.0	542.0	65.0	79.0
CNAG_06000T0	44	2184.0	1398.0	133.0	232.0
CNAG_06001T0	15	924.0	920.0	76.0	295.0
CNAG_06002T0	2	134.0	524.0	14.0	57.0
CNAG_06004T0	7	352.0	469.0	23.0	84.0
CNAG_06005T0	16	723.0	433.0	94.0	72.0
CNAG_06006T0	5	1006.0	347.0	80.0	46.0
CNAG_06007T0	4	198.0	111.0	26.0	8.0
CNAG_06008T0	3	328.0	197.0	26.0	40.0
CNAG_06009T0	8	109.0	884.0	7.0	199.0
CNAG_06010T0	42	1350.0	6212.0	75.0	1675.0
CNAG_06010T1	42	1350.0	6212.0	75.0	1675.0
CNAG_06012T0	40	3252.0	2555.0	179.0	640.0
CNAG_06013T0	25	689.0	2013.0	42.0	432.0
CNAG_06014T0	2	32.0	118.0	6.0	13.0
CNAG_06015T0	2	16.0	175.0	1.0	25.0
CNAG_06016T0	6	590.0	1759.0	37.0	434.0
CNAG_06018T0	2	44.0	214.0	4.0	34.0
CNAG_06018T1	2	44.0	214.0	4.0	34.0
CNAG_06019T0	39	763.0	2187.0	59.0	482.0
CNAG_06019T1	33	327.0	1806.0	31.0	398.0
CNAG_06020T0	9	309.0	595.0	23.0	94.0
CNAG_06021T0	147	7553.0	11284.0	360.0	2510.0
CNAG_06022T0	7	370.0	449.0	26.0	77.0
CNAG_06024T0	6	689.0	715.0	43.0	84.0
CNAG_06026T0	93	7477.0	3553.0	173.0	1559.0
CNAG_06027T0	16	21.0	104.0	8.0	30.0
CNAG_06028T0	5	435.0	130.0	34.0	32.0
CNAG_06029T0	2	147.0	171.0	20.0	21.0
CNAG_06030T0	12	411.0	1022.0	24.0	229.0
CNAG_06032T0	12	657.0	1749.0	70.0	233.0
CNAG_06032T1	12	588.0	1713.0	67.0	228.0
CNAG_06033T0	1	158.0	357.0	25.0	58.0
CNAG_06034T0	34	692.0	3713.0	66.0	774.0
CNAG_06035T0	8	198.0	522.0	17.0	86.0
CNAG_06036T0	74	2554.0	6008.0	147.0	1209.0
CNAG_06048T0	25	1545.0	2961.0	134.0	482.0
CNAG_06049T0	28	1209.0	2621.0	123.0	500.0
CNAG_06050T0	24	492.0	1945.0	45.0	1058.0
CNAG_06050T1	18	438.0	1617.0	38.0	834.0
CNAG_06051T0	84	5020.0	6767.0	317.0	1857.0
CNAG_06052T0	11	213.0	988.0	24.0	596.0
CNAG_06055T0	5	246.0	489.0	8.0	166.0
CNAG_06056T0	3	422.0	157.0	35.0	34.0
CNAG_06058T0	20	1733.0	1391.0	83.0	259.0
CNAG_06059T0	19	2822.0	1510.0	106.0	240.0
CNAG_06060T0	97	3101.0	7217.0	131.0	1632.0
CNAG_06061T0	41	3165.0	3003.0	260.0	446.0
CNAG_06062T0	3	256.0	178.0	20.0	15.0
CNAG_06063T0	31	1801.0	991.0	81.0	306.0
CNAG_06064T0	21	3335.0	1381.0	223.0	249.0
CNAG_06065T0	55	2029.0	3649.0	95.0	784.0
CNAG_06065T1	55	2029.0	3649.0	95.0	784.0
CNAG_06066T0	1	10.0	74.0	1.0	9.0
CNAG_06067T0	13	954.0	821.0	114.0	101.0
CNAG_06068T0	50	1565.0	5909.0	166.0	935.0
CNAG_06071T0	3	200.0	167.0	14.0	31.0
CNAG_06072T0	8	643.0	494.0	59.0	66.0
CNAG_06073T0	1	5.0	159.0		22.0
CNAG_06073T1	1	5.0	120.0		13.0
CNAG_06074T0	29	4206.0	2927.0	157.0	735.0
CNAG_06074T1	29	4206.0	2927.0	157.0	735.0
CNAG_06075T0	519	43320.0	33304.0	1824.0	11978.0
CNAG_06076T0	15	1431.0	1387.0	108.0	264.0
CNAG_06077T0	22	1455.0	1898.0	135.0	333.0
CNAG_06078T0	19	690.0	812.0	44.0	141.0
CNAG_06079T0	19	1064.0	933.0	129.0	132.0
CNAG_06080T0	55	2828.0	3618.0	167.0	924.0
CNAG_06081T0	195	6831.0	6353.0	222.0	1898.0
CNAG_06085T0	39	1614.0	1793.0	66.0	725.0
CNAG_06086T0	3	434.0	1043.0	45.0	138.0
CNAG_06087T0	8	261.0	688.0	44.0	118.0
CNAG_06088T0	220	12936.0	17660.0	421.0	4929.0
CNAG_06088T1	220	12936.0	17660.0	421.0	4929.0
CNAG_06090T0	25	1874.0	790.0	126.0	172.0
CNAG_06092T0	25	1090.0	1125.0	69.0	319.0
CNAG_06093T0	37	2283.0	2447.0	155.0	437.0
CNAG_06094T0	2	118.0	111.0	17.0	10.0
CNAG_06095T0	174	30479.0	4714.0	4010.0	698.0
CNAG_06096T0	62	2217.0	5440.0	245.0	1083.0
CNAG_06097T0	11	320.0	644.0	18.0	100.0
CNAG_06098T0	29	1677.0	1733.0	77.0	356.0
CNAG_06099T0	1	12.0	33.0	4.0	10.0
CNAG_06100T0	6	444.0	872.0	26.0	190.0
CNAG_06101T0	639	103814.0	14444.0	10559.0	4222.0
CNAG_06102T0	16	223.0	1525.0	19.0	224.0
CNAG_06102T1	16	223.0	1525.0	19.0	224.0
CNAG_06102T2	16	223.0	1525.0	19.0	224.0
CNAG_06102T3	16	223.0	1525.0	19.0	224.0
CNAG_06103T0	118	7755.0	3447.0	327.0	803.0
CNAG_06104T0	6	236.0	517.0	20.0	102.0
CNAG_06105T0	2	302.0	529.0	27.0	137.0
CNAG_06106T0	158	5638.0	16256.0	496.0	4762.0
CNAG_06107T0	14	994.0	1251.0	61.0	212.0
CNAG_06108T0	6	637.0	740.0	66.0	93.0
CNAG_06108T1	6	637.0	740.0	66.0	93.0
CNAG_06109T0	675	58835.0	23042.0	1467.0	7975.0
CNAG_06109T1	675	58835.0	23042.0	1467.0	7975.0
CNAG_06112T0	103	2852.0	3065.0	316.0	571.0
CNAG_06113T0	211	18918.0	7394.0	1991.0	1168.0
CNAG_06114T0	60	3877.0	4624.0	215.0	1130.0
CNAG_06115T0	242	4881.0	1586.0	1286.0	601.0
CNAG_06117T0	7	323.0	849.0	31.0	150.0
CNAG_06117T1	7	324.0	850.0	31.0	151.0
CNAG_06117T2	7	322.0	782.0	31.0	135.0
CNAG_06118T0	13	279.0	1025.0	39.0	131.0
CNAG_06119T0	8	172.0	752.0	9.0	275.0
CNAG_06120T0	9	1151.0	1453.0	97.0	262.0
CNAG_06121T0	79	4568.0	3829.0	209.0	969.0
CNAG_06121T1	68	3518.0	3259.0	166.0	857.0
CNAG_06122T0	13	775.0	782.0	62.0	141.0
CNAG_06123T0	114	4524.0	2504.0	265.0	562.0
CNAG_06125T0	1455	120866.0	35814.0	11814.0	7677.0
CNAG_06127T0	7	514.0	459.0	68.0	68.0
CNAG_06128T0	5	276.0	319.0	25.0	37.0
CNAG_06129T0	8	575.0	654.0	38.0	87.0
CNAG_06130T0	9	546.0	493.0	29.0	107.0
CNAG_06131T0	33	1618.0	2260.0	116.0	475.0
CNAG_06134T0	46	3492.0	2237.0	265.0	705.0
CNAG_06135T0	2	68.0	119.0	5.0	26.0
CNAG_06136T0	31	619.0	2327.0	42.0	439.0
CNAG_06138T0	26	4418.0	1569.0	350.0	345.0
CNAG_06139T0	2	81.0	380.0	6.0	67.0
CNAG_06140T0	28	5067.0	1011.0	466.0	223.0
CNAG_06141T0	2	234.0	64.0	32.0	11.0
CNAG_06142T0	8	479.0	622.0	41.0	117.0
CNAG_06143T0	9	558.0	690.0	58.0	122.0
CNAG_06144T0	37	5989.0	1026.0	1126.0	182.0
CNAG_06145T0	16	210.0	1380.0	36.0	173.0
CNAG_06145T1	12	189.0	960.0	32.0	129.0
CNAG_06147T0	49	4721.0	1909.0	286.0	402.0
CNAG_06148T0	26	403.0	1460.0	32.0	325.0
CNAG_06149T0	7	416.0	1288.0	39.0	167.0
CNAG_06149T1	6	397.0	1074.0	39.0	144.0
CNAG_06150T0	592	14871.0	53837.0	1950.0	18336.0
CNAG_06151T0	25	1073.0	2352.0	72.0	498.0
CNAG_06152T0	26	1229.0	1919.0	62.0	458.0
CNAG_06153T0	71	3199.0	3842.0	230.0	845.0
CNAG_06154T0	14	920.0	1093.0	36.0	234.0
CNAG_06155T0	23	1092.0	1810.0	75.0	323.0
CNAG_06156T0	93	2594.0	10313.0	158.0	3261.0
CNAG_06156T1	76	2542.0	8764.0	145.0	2865.0
CNAG_06157T0	23	644.0	1492.0	50.0	461.0
CNAG_06158T0	52	1917.0	1663.0	114.0	410.0
CNAG_06159T0	3	157.0	264.0	15.0	42.0
CNAG_06159T1	3	157.0	264.0	15.0	42.0
CNAG_06160T0	33	1254.0	2134.0	71.0	426.0
CNAG_06161T0	19	929.0	1362.0	55.0	283.0
CNAG_06161T1	19	929.0	1362.0	55.0	283.0
CNAG_06162T0	10	359.0	394.0	34.0	82.0
CNAG_06163T0	39	1063.0	4060.0	99.0	528.0
CNAG_06164T0	21187	20129.0	26797.0	8027.0	23583.0
CNAG_06165T0	29	1083.0	3176.0	66.0	706.0
CNAG_06166T0	29	442.0	2339.0	51.0	420.0
CNAG_06167T0	31	2105.0	2091.0	134.0	401.0
CNAG_06168T0	64	5984.0	2449.0	309.0	493.0
CNAG_06169T0	230	17582.0	11975.0	388.0	4810.0
CNAG_06170T0	32	4539.0	1582.0	238.0	242.0
CNAG_06173T0	8	434.0	765.0	35.0	164.0
CNAG_06174T0	63	1295.0	4932.0	74.0	1042.0
CNAG_06175T0	111	7273.0	4368.0	328.0	1054.0
CNAG_06178T0	68	2773.0	3116.0	195.0	595.0
CNAG_06179T0	26	1158.0	2645.0	70.0	445.0
CNAG_06180T0	38	3729.0	1706.0	276.0	316.0
CNAG_06182T0	30	716.0	1643.0	58.0	248.0
CNAG_06183T0	16	487.0	876.0	36.0	126.0
CNAG_06184T0	7	99.0	858.0	15.0	133.0
CNAG_06184T1	7	99.0	858.0	15.0	133.0
CNAG_06185T0	7	403.0	548.0	38.0	84.0
CNAG_06185T1	5	344.0	432.0	31.0	63.0
CNAG_06186T0	3	206.0	568.0	14.0	94.0
CNAG_06186T1	3	206.0	568.0	14.0	94.0
CNAG_06186T2	3	206.0	568.0	14.0	94.0
CNAG_06188T0	3	195.0	589.0	17.0	100.0
CNAG_06189T0	2	434.0	41.0	23.0	12.0
CNAG_06190T0	43	3829.0	1397.0	173.0	328.0
CNAG_06191T0	13	1022.0	679.0	56.0	119.0
CNAG_06192T0	54	1440.0	1683.0	92.0	438.0
CNAG_06193T0	34	910.0	1568.0	35.0	528.0
CNAG_06195T0	19	2470.0	607.0	102.0	126.0
CNAG_06196T0	13	1449.0	862.0	71.0	181.0
CNAG_06197T0	32	2024.0	1818.0	100.0	560.0
CNAG_06199T0	56	1966.0	2006.0	110.0	454.0
CNAG_06200T0	9	401.0	1196.0	39.0	287.0
CNAG_06200T1	9	401.0	1196.0	39.0	287.0
CNAG_06201T0	14	1445.0	2311.0	104.0	391.0
CNAG_06202T0	1	466.0	305.0	27.0	61.0
CNAG_06203T0	1	24.0	100.0	4.0	12.0
CNAG_06203T1	1	24.0	100.0	4.0	12.0
CNAG_06204T0	14	310.0	2211.0	48.0	333.0
CNAG_06205T0	31	2522.0	558.0	170.0	152.0
CNAG_06206T0	10	913.0	466.0	91.0	43.0
CNAG_06207T0	615	74317.0	23949.0	1322.0	10677.0
CNAG_06208T0	211	7822.0	12558.0	995.0	4191.0
CNAG_06209T0	1	29.0	40.0	1.0	4.0
CNAG_06213T0	34	2228.0	3452.0	117.0	538.0
CNAG_06214T0	13	1096.0	1189.0	58.0	212.0
CNAG_06215T0	7	497.0	463.0	21.0	105.0
CNAG_06216T0	16	1441.0	699.0	69.0	144.0
CNAG_06217T0	1	38.0	170.0	3.0	29.0
CNAG_06217T1	1	37.0	158.0	3.0	27.0
CNAG_06218T0	31	953.0	3916.0	65.0	599.0
CNAG_06219T0	32	1707.0	3006.0	143.0	485.0
CNAG_06220T0	314	30659.0	9230.0	883.0	3651.0
CNAG_06221T0	11	302.0	1148.0	34.0	216.0
CNAG_06222T0	130	24559.0	3725.0	3544.0	598.0
CNAG_06223T0	13	598.0	1413.0	51.0	216.0
CNAG_06224T0	6	667.0	808.0	48.0	102.0
CNAG_06225T0	1	9.0	121.0	3.0	39.0
CNAG_06226T0	21	2756.0	820.0	228.0	130.0
CNAG_06227T0	18	332.0	617.0	26.0	84.0
CNAG_06228T0	3	153.0	353.0	26.0	66.0
CNAG_06229T0	13	1095.0	1256.0	114.0	260.0
CNAG_06230T0	17	356.0	1651.0	23.0	419.0
CNAG_06231T0	118	14290.0	4917.0	1778.0	758.0
CNAG_06232T0	11	1082.0	1273.0	76.0	271.0
CNAG_06232T1	11	1082.0	1273.0	76.0	271.0
CNAG_06233T0	1	24.0	59.0	4.0	9.0
CNAG_06234T0	1	83.0	293.0	5.0	63.0
CNAG_06235T0	20	1216.0	1314.0	104.0	256.0
CNAG_06236T0	13	1130.0	1738.0	90.0	325.0
CNAG_06237T0	20	1837.0	842.0	101.0	275.0
CNAG_06238T0	75	8565.0	3253.0	113.0	1398.0
CNAG_06239T0	7	338.0	483.0	16.0	139.0
CNAG_06240T0	53	3695.0	2908.0	219.0	637.0
CNAG_06241T0	40	973.0	3318.0	62.0	878.0
CNAG_06242T0	38	1322.0	3413.0	83.0	890.0
CNAG_06243T0	10	376.0	605.0	22.0	113.0
CNAG_06244T0	32	2893.0	2980.0	166.0	1064.0
CNAG_06245T0	1	25.0	18.0	2.0	2.0
CNAG_06246T0	58	4835.0	1568.0	316.0	451.0
CNAG_06247T0	4	94.0	462.0	7.0	65.0
CNAG_06248T0	69	2312.0	1803.0	218.0	436.0
CNAG_06249T0	13	698.0	1090.0	56.0	204.0
CNAG_06249T1	13	665.0	1071.0	55.0	197.0
CNAG_06250T0	2	171.0	307.0	8.0	52.0
CNAG_06251T0	5	74.0	406.0	4.0	54.0
CNAG_06252T0	4	161.0	924.0	15.0	133.0
CNAG_06253T0	1	28.0	72.0	3.0	9.0
CNAG_06259T0	2	64.0	128.0	1.0	26.0
CNAG_06260T0	5	336.0	298.0	12.0	73.0
CNAG_06265T0	6	264.0	487.0	15.0	99.0
CNAG_06266T0	7	311.0	615.0	16.0	100.0
CNAG_06267T0	103	5835.0	7431.0	132.0	3065.0
CNAG_06271T0	1	26.0	46.0	7.0	7.0
CNAG_06272T0	2	374.0	101.0	22.0	34.0
CNAG_06273T0	26	1811.0	3373.0	159.0	481.0
CNAG_06274T0	83	11591.0	4619.0	976.0	1266.0
CNAG_06276T0	56	1694.0	2994.0	55.0	1624.0
CNAG_06277T0	20	852.0	642.0	86.0	115.0
CNAG_06278T0	43	999.0	2196.0	83.0	479.0
CNAG_06279T0	48	2445.0	2323.0	157.0	443.0
CNAG_06280T0	13	456.0	1467.0	47.0	252.0
CNAG_06281T0	2	17.0	90.0	1.0	11.0
CNAG_06282T0	51	1444.0	1827.0	71.0	467.0
CNAG_06283T0	4	530.0	470.0	35.0	94.0
CNAG_06284T0	6	348.0	438.0	23.0	82.0
CNAG_06285T0	8	1190.0	263.0	33.0	42.0
CNAG_06286T0	22	1355.0	1451.0	34.0	302.0
CNAG_06287T0	17	1743.0	897.0	143.0	168.0
CNAG_06288T0	15	1295.0	760.0	120.0	137.0
CNAG_06289T0	34	1639.0	2931.0	105.0	453.0
CNAG_06290T0	131	4087.0	7995.0	76.0	8190.0
CNAG_06290T1	131	3960.0	7970.0	69.0	8160.0
CNAG_06291T0	9	1132.0	709.0	21.0	207.0
CNAG_06293T0	10	420.0	839.0	21.0	171.0
CNAG_06294T0	44	4390.0	1454.0	112.0	208.0
CNAG_06295T0	7	470.0	760.0	35.0	110.0
CNAG_06295T1	7	470.0	760.0	35.0	110.0
CNAG_06296T0	4	215.0	374.0	10.0	55.0
CNAG_06296T1	4	215.0	374.0	10.0	55.0
CNAG_06297T0	259	24262.0	17079.0	620.0	8154.0
CNAG_06298T0	580	42696.0	32137.0	1084.0	13713.0
CNAG_06299T0	12	196.0	1005.0	23.0	158.0
CNAG_06300T0	91	3214.0	8442.0	109.0	4389.0
CNAG_06300T1	91	3214.0	8442.0	109.0	4389.0
CNAG_06301T0	133	4069.0	5322.0	211.0	1311.0
CNAG_06302T0	9	1706.0	702.0	29.0	365.0
CNAG_06302T1	9	1706.0	702.0	29.0	365.0
CNAG_06307T0	5	29.0	763.0	12.0	114.0
CNAG_06308T0	3	152.0	425.0	16.0	59.0
CNAG_06309T0	8	76.0	875.0	13.0	262.0
CNAG_06310T0	6	116.0	473.0	12.0	101.0
CNAG_06310T1	6	116.0	473.0	12.0	101.0
CNAG_06310T2	6	116.0	473.0	12.0	101.0
CNAG_06311T0	14	670.0	1930.0	49.0	361.0
CNAG_06311T1	14	670.0	1930.0	49.0	361.0
CNAG_06312T0	1	54.0	643.0	10.0	77.0
CNAG_06312T1	1	54.0	643.0	10.0	77.0
CNAG_06313T0	292	24589.0	9437.0	1078.0	2476.0
CNAG_06313T1	292	24589.0	9437.0	1078.0	2476.0
CNAG_06314T0	39	2707.0	623.0	302.0	120.0
CNAG_06315T0	11	815.0	813.0	92.0	136.0
CNAG_06316T0	32	3921.0	1905.0	224.0	520.0
CNAG_06317T0	12	322.0	1229.0	25.0	199.0
CNAG_06318T0	9	572.0	220.0	48.0	36.0
CNAG_06319T0	1	19.0	113.0	1.0	9.0
CNAG_06320T0	57	3246.0	4536.0	266.0	575.0
CNAG_06321T0	2	105.0	108.0	12.0	21.0
CNAG_06321T1	2	99.0	60.0	11.0	13.0
CNAG_06322T0	17	765.0	1705.0	52.0	314.0
CNAG_06323T0	13	349.0	977.0	20.0	447.0
CNAG_06324T0	3	120.0	205.0	9.0	23.0
CNAG_06325T0	21	926.0	689.0	75.0	134.0
CNAG_06326T0	8	373.0	1094.0	23.0	169.0
CNAG_06327T0	17	1116.0	927.0	72.0	218.0
CNAG_06327T1	17	1116.0	927.0	72.0	218.0
CNAG_06328T0	6	427.0	205.0	30.0	33.0
CNAG_06329T0	2	28.0	282.0	4.0	43.0
CNAG_06330T0	3	134.0	356.0	10.0	64.0
CNAG_06331T0	5	94.0	514.0	10.0	73.0
CNAG_06332T0	61	3481.0	1502.0	139.0	319.0
CNAG_06333T0	285	12737.0	4249.0	3095.0	1265.0
CNAG_06333T1	285	12737.0	4249.0	3095.0	1265.0
CNAG_06334T0	41	3776.0	1972.0	129.0	677.0
CNAG_06335T0	14	280.0	977.0	43.0	171.0
CNAG_06336T0	28	753.0	3263.0	53.0	814.0
CNAG_06337T0	5	103.0	440.0	7.0	94.0
CNAG_06338T0	12	276.0	1067.0	17.0	203.0
CNAG_06339T0	20	554.0	2957.0	53.0	464.0
CNAG_06340T0	7	704.0	361.0	76.0	85.0
CNAG_06342T0	8	714.0	900.0	67.0	115.0
CNAG_06343T0	11	552.0	433.0	36.0	80.0
CNAG_06343T1	11	552.0	433.0	36.0	80.0
CNAG_06344T0	6	1015.0	507.0	90.0	84.0
