Transcript	150904CM018-B_al_sorted.bam	150904CM018-W_al_sorted.bam	150904CM763-B_al_sorted.bam	150904CM763-W_al_sorted.bam	150904CM764-B_al_sorted.bam
CNAG_06345T0	10	513.0	593.0	30.0	100.0
CNAG_06347T0	40	7227.0	1961.0	251.0	562.0
CNAG_06348T0	26	300.0	2045.0	29.0	422.0
CNAG_06349T0	2	9.0	44.0		11.0
CNAG_06350T0	6	609.0	151.0	40.0	47.0
CNAG_06351T0	27	2646.0	2626.0	207.0	667.0
CNAG_06352T0	21	622.0	1231.0	58.0	225.0
CNAG_06352T1	21	622.0	1231.0	58.0	225.0
CNAG_06353T0	10	645.0	757.0	70.0	102.0
CNAG_06354T0	6	496.0	287.0	36.0	71.0
CNAG_06354T1	6	496.0	287.0	36.0	71.0
CNAG_06355T0	6	2037.0	495.0	66.0	86.0
CNAG_06356T0	4	945.0	526.0	61.0	93.0
CNAG_06357T0	9	566.0	533.0	40.0	101.0
CNAG_06357T1	9	566.0	533.0	40.0	101.0
CNAG_06358T0	1	365.0	34.0	39.0	5.0
CNAG_06359T0	3	178.0	445.0	13.0	91.0
CNAG_06360T0	10	991.0	1155.0	65.0	168.0
CNAG_06361T0	34	2118.0	3121.0	161.0	595.0
CNAG_06362T0	38	689.0	3729.0	40.0	759.0
CNAG_06363T0	15	708.0	568.0	36.0	112.0
CNAG_06364T0	41	1216.0	2936.0	75.0	1046.0
CNAG_06365T0	19	386.0	1409.0	31.0	346.0
CNAG_06366T0	2	36.0	212.0	1.0	68.0
CNAG_06367T0	8	425.0	308.0	44.0	46.0
CNAG_06368T0	6	325.0	202.0	13.0	37.0
CNAG_06369T0	2	312.0	365.0	43.0	55.0
CNAG_06370T0	45	2555.0	4728.0	185.0	793.0
CNAG_06371T0	47	1882.0	3184.0	98.0	862.0
CNAG_06372T0	52	8898.0	2164.0	147.0	729.0
CNAG_06373T0	16	714.0	2244.0	51.0	335.0
CNAG_06374T0	100	3177.0	9121.0	146.0	2567.0
CNAG_06375T0	1	60.0	156.0	10.0	32.0
CNAG_06376T0	42	1900.0	2542.0	114.0	578.0
CNAG_06377T0	379	33123.0	8947.0	2349.0	2168.0
CNAG_06378T0	3	146.0	232.0	16.0	54.0
CNAG_06379T0	16	350.0	281.0	59.0	43.0
CNAG_06380T0	9	340.0	861.0	33.0	137.0
CNAG_06381T0	157	5173.0	7167.0	272.0	1882.0
CNAG_06382T0	4	186.0	551.0	20.0	140.0
CNAG_06383T0	2	95.0	191.0	20.0	21.0
CNAG_06384T0	35	483.0	2400.0	34.0	495.0
CNAG_06385T0	2	174.0	69.0	33.0	14.0
CNAG_06385T1	2	174.0	69.0	33.0	14.0
CNAG_06386T0	9	844.0	78.0	91.0	26.0
CNAG_06387T0	43	1730.0	4146.0	123.0	826.0
CNAG_06388T0	572	44172.0	32828.0	1005.0	13918.0
CNAG_06389T0	6	309.0	157.0	13.0	51.0
CNAG_06390T0	6	225.0	798.0	15.0	157.0
CNAG_06392T0	4	527.0	885.0	24.0	113.0
CNAG_06393T0	19	332.0	2249.0	52.0	301.0
CNAG_06394T0	3	190.0	362.0	18.0	63.0
CNAG_06395T0	1	16.0	43.0	1.0	6.0
CNAG_06395T1	1	16.0	43.0	1.0	6.0
CNAG_06396T0	41	5640.0	719.0	104.0	200.0
CNAG_06399T0	523	6317.0	4279.0	506.0	1374.0
CNAG_06400T0	902	21298.0	28673.0	1590.0	9427.0
CNAG_06401T0	5	164.0	458.0	13.0	90.0
CNAG_06401T1	5	164.0	458.0	13.0	90.0
CNAG_06401T2	5	164.0	458.0	13.0	90.0
CNAG_06402T0	7	1298.0	644.0	119.0	108.0
CNAG_06403T0	14	740.0	901.0	40.0	210.0
CNAG_06404T0	196	20943.0	15089.0	759.0	5121.0
CNAG_06405T0	8	629.0	441.0	52.0	121.0
CNAG_06406T0	12	1055.0	1560.0	87.0	493.0
CNAG_06406T1	12	1055.0	1560.0	87.0	493.0
CNAG_06407T0	74	9141.0	2264.0	469.0	548.0
CNAG_06408T0	4	215.0	279.0	24.0	36.0
CNAG_06409T0	5	1149.0	685.0	50.0	143.0
CNAG_06410T0	12	943.0	1068.0	88.0	192.0
CNAG_06411T0	1	63.0	169.0	2.0	26.0
CNAG_06412T0	7	290.0	567.0	42.0	77.0
CNAG_06413T0	1	58.0	72.0	6.0	8.0
CNAG_06414T0	3	361.0	224.0	18.0	33.0
CNAG_06415T0	40	812.0	2716.0	55.0	702.0
CNAG_06416T0	34	2820.0	3330.0	364.0	717.0
CNAG_06417T0	13	557.0	1229.0	59.0	206.0
CNAG_06418T0	29	1624.0	1586.0	95.0	292.0
CNAG_06419T0	4	129.0	535.0	13.0	63.0
CNAG_06420T0	15	985.0	1925.0	152.0	233.0
CNAG_06421T0	33	3865.0	1092.0	278.0	166.0
CNAG_06422T0	29	4367.0	1094.0	241.0	246.0
CNAG_06423T0	29	1729.0	2321.0	72.0	628.0
CNAG_06424T0	8	759.0	609.0	29.0	87.0
CNAG_06425T0	16	415.0	740.0	26.0	121.0
CNAG_06426T0	4	1059.0	346.0	90.0	63.0
CNAG_06427T0	13	416.0	1030.0	31.0	166.0
CNAG_06428T0	15	783.0	890.0	70.0	109.0
CNAG_06431T0	16	527.0	742.0	27.0	155.0
CNAG_06432T0	215	18055.0	12983.0	712.0	4460.0
CNAG_06433T0	9	706.0	883.0	43.0	146.0
CNAG_06434T0	22	812.0	871.0	81.0	160.0
CNAG_06435T0	35	1395.0	1476.0	66.0	287.0
CNAG_06436T0	2	243.0	120.0	17.0	25.0
CNAG_06437T0	29	4052.0	2849.0	199.0	578.0
CNAG_06438T0	5	108.0	317.0	10.0	30.0
CNAG_06439T0	22	1385.0	1639.0	87.0	376.0
CNAG_06440T0	20	383.0	2849.0	38.0	499.0
CNAG_06441T0	38	1325.0	2332.0	124.0	394.0
CNAG_06443T0	279	9443.0	21184.0	615.0	7450.0
CNAG_06444T0	4	717.0	347.0	68.0	67.0
CNAG_06445T0	20	440.0	1728.0	54.0	278.0
CNAG_06446T0	37	3796.0	1337.0	113.0	706.0
CNAG_06447T0	85	18840.0	3595.0	1979.0	551.0
CNAG_06448T0	3	52.0	174.0	4.0	44.0
CNAG_06449T0	2	99.0	224.0	2.0	55.0
CNAG_06449T1	1	87.0	148.0	2.0	42.0
CNAG_06449T2	1	87.0	148.0	2.0	42.0
CNAG_06450T0	56	2231.0	5174.0	126.0	1385.0
CNAG_06450T1	56	2231.0	5174.0	126.0	1385.0
CNAG_06451T0	3	129.0	527.0	32.0	80.0
CNAG_06451T1	2	60.0	338.0	14.0	56.0
CNAG_06452T0	46	1883.0	2401.0	67.0	617.0
CNAG_06452T1	43	1851.0	2185.0	62.0	564.0
CNAG_06453T0	368	36760.0	11385.0	1207.0	3597.0
CNAG_06454T0	7	480.0	602.0	48.0	102.0
CNAG_06455T0	17	1043.0	1729.0	62.0	369.0
CNAG_06456T0	23	1756.0	459.0	121.0	119.0
CNAG_06459T0	47	1320.0	1919.0	64.0	532.0
CNAG_06460T0	29	1544.0	1346.0	76.0	413.0
CNAG_06464T0	6	838.0	604.0	73.0	133.0
CNAG_06465T0	18	707.0	1373.0	71.0	216.0
CNAG_06466T0	2	177.0	166.0	17.0	25.0
CNAG_06467T0	17	1033.0	473.0	71.0	80.0
CNAG_06468T0	16	629.0	905.0	91.0	111.0
CNAG_06469T0	61	1191.0	1988.0	106.0	559.0
CNAG_06470T0	2	150.0	168.0	12.0	35.0
CNAG_06471T0	4	888.0	251.0	81.0	71.0
CNAG_06472T0	6	383.0	519.0	42.0	72.0
CNAG_06473T0	48	1265.0	2228.0	71.0	447.0
CNAG_06474T0	53	2740.0	4438.0	192.0	758.0
CNAG_06475T0	151	6298.0	4762.0	433.0	1135.0
CNAG_06482T0	25	1047.0	3136.0	82.0	589.0
CNAG_06483T0	12	708.0	1512.0	69.0	246.0
CNAG_06484T0	2	209.0	573.0	18.0	116.0
CNAG_06485T0	9	151.0	1009.0	9.0	190.0
CNAG_06486T0	24	1406.0	1724.0	126.0	259.0
CNAG_06487T0	22	227.0	3283.0	35.0	566.0
CNAG_06489T0	86	6483.0	2693.0	419.0	451.0
CNAG_06490T0	56	2441.0	1952.0	107.0	379.0
CNAG_06492T0	5	152.0	229.0	16.0	31.0
CNAG_06493T0	1	218.0	227.0	4.0	62.0
CNAG_06494T0	71	5212.0	2879.0	86.0	899.0
CNAG_06495T0	47	958.0	6171.0	129.0	900.0
CNAG_06497T0	20	1392.0	1509.0	85.0	253.0
CNAG_06498T0	20	1209.0	545.0	46.0	119.0
CNAG_06499T0	19	623.0	1824.0	31.0	269.0
CNAG_06500T0	3	506.0	176.0	57.0	31.0
CNAG_06501T0	47	1450.0	2906.0	89.0	577.0
CNAG_06502T0	20	1351.0	722.0	105.0	104.0
CNAG_06505T0	13	766.0	519.0	29.0	157.0
CNAG_06506T0	17	580.0	2004.0	50.0	279.0
CNAG_06508T0	268	4793.0	8077.0	360.0	2144.0
CNAG_06509T0	3	90.0	176.0	7.0	21.0
CNAG_06510T0	9	454.0	761.0	38.0	113.0
CNAG_06511T0	66	3045.0	5277.0	91.0	2028.0
CNAG_06512T0	5	508.0	105.0	39.0	16.0
CNAG_06515T0	10	764.0	550.0	52.0	72.0
CNAG_06517T0	9	211.0	1493.0	54.0	242.0
CNAG_06519T0	29	683.0	2869.0	66.0	525.0
CNAG_06520T0	7	175.0	552.0	19.0	83.0
CNAG_06521T0	1	208.0	365.0	8.0	176.0
CNAG_06523T0	1	130.0	220.0	12.0	35.0
CNAG_06525T0	4	406.0	783.0	26.0	151.0
CNAG_06526T0	44	3601.0	4897.0	197.0	896.0
CNAG_06526T1	32	1894.0	3667.0	120.0	672.0
CNAG_06529T0	32	1774.0	1335.0	42.0	433.0
CNAG_06530T0	7	363.0	761.0	40.0	156.0
CNAG_06531T0	20	466.0	1693.0	32.0	316.0
CNAG_06531T1	20	466.0	1693.0	32.0	316.0
CNAG_06532T0	11	700.0	1713.0	39.0	290.0
CNAG_06533T0	84	2806.0	5546.0	129.0	1423.0
CNAG_06534T0	43	1876.0	2915.0	133.0	771.0
CNAG_06535T0	4	385.0	271.0	60.0	39.0
CNAG_06536T0	6	192.0	479.0	19.0	107.0
CNAG_06537T0	13	153.0	611.0	17.0	93.0
CNAG_06538T0	6	239.0	1039.0	28.0	149.0
CNAG_06540T0	4	84.0	281.0	2.0	58.0
CNAG_06540T1	4	84.0	281.0	2.0	58.0
CNAG_06541T0	185	4977.0	17200.0	171.0	7622.0
CNAG_06541T1	185	4977.0	17200.0	171.0	7622.0
CNAG_06542T0	20	938.0	659.0	46.0	139.0
CNAG_06543T0	27	1886.0	1295.0	135.0	275.0
CNAG_06544T0	37	2022.0	1956.0	183.0	531.0
CNAG_06545T0	18	814.0	846.0	82.0	152.0
CNAG_06546T0	1	16.0	266.0	3.0	47.0
CNAG_06546T1	1	16.0	266.0	3.0	47.0
CNAG_06546T2	1	16.0	266.0	3.0	47.0
CNAG_06546T3	1	16.0	266.0	3.0	47.0
CNAG_06546T4	1	16.0	266.0	3.0	47.0
CNAG_06548T0	30	1356.0	1234.0	61.0	258.0
CNAG_06549T0	8	654.0	584.0	47.0	111.0
CNAG_06550T0	67	1830.0	1959.0	109.0	470.0
CNAG_06551T0	21	272.0	1268.0	17.0	468.0
CNAG_06552T0	23	1065.0	2812.0	66.0	686.0
CNAG_06553T0	12	488.0	1445.0	48.0	323.0
CNAG_06554T0	21	850.0	2279.0	42.0	1088.0
CNAG_06555T0	16	884.0	1143.0	68.0	261.0
CNAG_06558T0	23	889.0	2103.0	72.0	389.0
CNAG_06559T0	6	336.0	360.0	24.0	74.0
CNAG_06560T0	11	571.0	677.0	26.0	110.0
CNAG_06563T0	24	2750.0	828.0	236.0	148.0
CNAG_06564T0	103	3592.0	3862.0	221.0	862.0
CNAG_06565T0	4	804.0	540.0	73.0	132.0
CNAG_06566T0	46	2998.0	4075.0	139.0	910.0
CNAG_06567T0	9	500.0	456.0	35.0	72.0
CNAG_06568T0	4	272.0	782.0	37.0	253.0
CNAG_06569T0	10	474.0	1362.0	39.0	239.0
CNAG_06570T0	7	448.0	563.0	37.0	102.0
CNAG_06573T0	47	579.0	1461.0	64.0	285.0
CNAG_06574T0	32	2686.0	2189.0	55.0	567.0
CNAG_06576T0	589	62735.0	19003.0	1934.0	6206.0
CNAG_06577T0	60	2180.0	5120.0	109.0	1158.0
CNAG_06578T0	163	17082.0	5817.0	1055.0	1605.0
CNAG_06583T0	4	41.0	143.0	8.0	29.0
CNAG_06584T0	16	305.0	1343.0	29.0	243.0
CNAG_06585T0	180	5428.0	6567.0	356.0	1733.0
CNAG_06587T0	4	67.0	437.0	9.0	106.0
CNAG_06588T0	4	261.0	721.0	28.0	117.0
CNAG_06588T1	4	261.0	721.0	28.0	117.0
CNAG_06589T0	8	981.0	970.0	48.0	246.0
CNAG_06591T0	51	2326.0	1498.0	137.0	280.0
CNAG_06592T0	25	803.0	2714.0	65.0	574.0
CNAG_06593T0	5	209.0	828.0	11.0	122.0
CNAG_06594T0	99	7869.0	7296.0	511.0	1495.0
CNAG_06595T0	4	215.0	845.0	14.0	136.0
CNAG_06596T0	3	193.0	198.0	13.0	51.0
CNAG_06597T0	22	1121.0	866.0	89.0	164.0
CNAG_06598T0	1	5.0	12.0		2.0
CNAG_06598T1	1	5.0	12.0		2.0
CNAG_06599T0	9	308.0	135.0	28.0	18.0
CNAG_06600T0	74	4677.0	3464.0	195.0	874.0
CNAG_06601T0	16	475.0	1334.0	38.0	185.0
CNAG_06602T0	41	7351.0	419.0	371.0	128.0
CNAG_06603T0	17	684.0	1173.0	52.0	193.0
CNAG_06604T0	2	553.0	255.0	32.0	45.0
CNAG_06605T0	140	16436.0	3496.0	2177.0	658.0
CNAG_06606T0	21	666.0	2156.0	77.0	787.0
CNAG_06607T0	20	508.0	2757.0	50.0	479.0
CNAG_06608T0	10	1451.0	457.0	135.0	83.0
CNAG_06609T0	6	69.0	979.0	11.0	142.0
CNAG_06610T0	5	90.0	479.0	11.0	124.0
CNAG_06611T0	31	1136.0	1704.0	152.0	257.0
CNAG_06612T0	13	1532.0	1212.0	117.0	272.0
CNAG_06613T0	16	836.0	1526.0	85.0	270.0
CNAG_06614T0	131	2200.0	16799.0	143.0	3363.0
CNAG_06616T0	26	2173.0	1174.0	94.0	270.0
CNAG_06617T0	17	851.0	1535.0	44.0	227.0
CNAG_06620T0	36	1589.0	3210.0	112.0	1087.0
CNAG_06621T0	81	4307.0	5509.0	319.0	1930.0
CNAG_06622T0	7	143.0	666.0	15.0	191.0
CNAG_06622T1	6	121.0	614.0	15.0	174.0
CNAG_06623T0	26	443.0	3444.0	69.0	1120.0
CNAG_06624T0	20	1778.0	1579.0	123.0	306.0
CNAG_06625T0	48	4685.0	1741.0	261.0	316.0
CNAG_06626T0	18	1352.0	1094.0	122.0	185.0
CNAG_06627T0	39	1275.0	2097.0	106.0	344.0
CNAG_06628T0	29	1699.0	2875.0	104.0	859.0
CNAG_06630T0	14	1798.0	1164.0	140.0	258.0
CNAG_06631T0	17	906.0	461.0	73.0	111.0
CNAG_06632T0	61	2606.0	5397.0	136.0	1460.0
CNAG_06633T0	117	22840.0	6817.0	3494.0	970.0
CNAG_06634T0	13	331.0	870.0	57.0	127.0
CNAG_06635T0	31	1465.0	1147.0	123.0	205.0
CNAG_06636T0	1	74.0	204.0	4.0	31.0
CNAG_06637T0	15	1139.0	850.0	82.0	116.0
CNAG_06638T0	220	15254.0	10202.0	472.0	3256.0
CNAG_06639T0	61	2278.0	4229.0	117.0	1032.0
CNAG_06640T0	119	6215.0	7558.0	200.0	2914.0
CNAG_06641T0	11	481.0	385.0	44.0	83.0
CNAG_06642T0	161	3159.0	8388.0	204.0	2178.0
CNAG_06643T0	4	180.0	280.0	14.0	45.0
CNAG_06644T0	101	5725.0	4285.0	148.0	2112.0
CNAG_06645T0	1	514.0	298.0	64.0	59.0
CNAG_06646T0	168	9636.0	6949.0	474.0	1984.0
CNAG_06647T0	25	1039.0	1518.0	82.0	279.0
CNAG_06648T0	16	1009.0	1529.0	89.0	284.0
CNAG_06649T0	10	181.0	786.0	18.0	221.0
CNAG_06652T0	2	55.0	175.0	5.0	32.0
CNAG_06655T0	2	239.0	441.0	20.0	71.0
CNAG_06656T0	7	596.0	539.0	73.0	61.0
CNAG_06657T0	7	507.0	659.0	43.0	114.0
CNAG_06658T0	34	494.0	2941.0	32.0	805.0
CNAG_06659T0	24	900.0	1735.0	46.0	473.0
CNAG_06660T0	6	288.0	1188.0	25.0	162.0
CNAG_06661T0	17	437.0	821.0	38.0	131.0
CNAG_06662T0	1	52.0	92.0	10.0	16.0
CNAG_06663T0	58	4934.0	4429.0	372.0	1044.0
CNAG_06664T0	25	1545.0	2349.0	77.0	471.0
CNAG_06665T0	6	264.0	758.0	30.0	80.0
CNAG_06666T0	281	14070.0	17417.0	291.0	10355.0
CNAG_06667T0	7	298.0	563.0	22.0	71.0
CNAG_06668T0	104	8545.0	5040.0	296.0	2758.0
CNAG_06669T0	8	1507.0	513.0	129.0	124.0
CNAG_06670T0	18	1977.0	1052.0	121.0	249.0
CNAG_06671T0	25	1285.0	2067.0	57.0	437.0
CNAG_06672T0	16	230.0	1180.0	15.0	1016.0
CNAG_06673T0	24	2109.0	1021.0	138.0	260.0
CNAG_06674T0	16	234.0	1174.0	34.0	236.0
CNAG_06675T0	42	1341.0	2112.0	85.0	428.0
CNAG_06676T0	8	216.0	410.0	22.0	47.0
CNAG_06677T0	4	6.0	242.0	1.0	33.0
CNAG_06678T0	13	498.0	843.0	33.0	150.0
CNAG_06679T0	25	1565.0	1152.0	132.0	196.0
CNAG_06680T0	5	590.0	499.0	35.0	88.0
CNAG_06681T0	14	536.0	1269.0	28.0	194.0
CNAG_06683T0	90	3815.0	2155.0	174.0	470.0
CNAG_06684T0	5	354.0	126.0	29.0	18.0
CNAG_06685T0	28	1321.0	2854.0	85.0	435.0
CNAG_06686T0	6	533.0	368.0	47.0	57.0
CNAG_06687T0	31	622.0	1312.0	89.0	260.0
CNAG_06688T0	100	4395.0	2274.0	179.0	756.0
CNAG_06689T0	14	562.0	1774.0	87.0	224.0
CNAG_06690T0	20	1279.0	968.0	86.0	208.0
CNAG_06691T0	32	1754.0	1851.0	84.0	426.0
CNAG_06692T0	12	637.0	947.0	50.0	175.0
CNAG_06693T0	9	418.0	556.0	23.0	109.0
CNAG_06694T0	7	490.0	320.0	29.0	66.0
CNAG_06695T0	15	611.0	1380.0	28.0	245.0
CNAG_06696T0	64	1323.0	4558.0	156.0	789.0
CNAG_06697T0	16	207.0	1737.0	40.0	214.0
CNAG_06697T1	16	207.0	1737.0	40.0	214.0
CNAG_06698T0	21	693.0	1690.0	30.0	410.0
CNAG_06699T0	1169	82967.0	77375.0	4606.0	24513.0
CNAG_06703T0	14	186.0	1273.0	35.0	182.0
CNAG_06704T0	17	149.0	1281.0	16.0	211.0
CNAG_06705T0	3	116.0	337.0	4.0	49.0
CNAG_06706T0	1	61.0	273.0	7.0	50.0
CNAG_06708T0	5	184.0	343.0	19.0	53.0
CNAG_06709T0	16	774.0	988.0	53.0	278.0
CNAG_06710T0	20	2105.0	1652.0	131.0	447.0
CNAG_06711T0	15	1307.0	1678.0	88.0	350.0
CNAG_06712T0	23	2094.0	1779.0	146.0	364.0
CNAG_06713T0	20	1256.0	1066.0	112.0	135.0
CNAG_06714T0	11	935.0	1067.0	90.0	213.0
CNAG_06715T0	3	171.0	275.0	11.0	79.0
CNAG_06716T0	14	2619.0	1208.0	194.0	282.0
CNAG_06717T0	10	1642.0	613.0	107.0	107.0
CNAG_06718T0	5	411.0	429.0	15.0	112.0
CNAG_06719T0	10	221.0	945.0	27.0	152.0
CNAG_06722T0	3	248.0	148.0	13.0	38.0
CNAG_06723T0	50	8838.0	3969.0	610.0	980.0
CNAG_06724T0	11	309.0	947.0	24.0	141.0
CNAG_06725T0	6	305.0	756.0	35.0	123.0
CNAG_06726T0	13	621.0	851.0	40.0	172.0
CNAG_06727T0	16	295.0	756.0	27.0	171.0
CNAG_06727T1	16	295.0	756.0	27.0	171.0
CNAG_06727T2	16	228.0	704.0	21.0	165.0
CNAG_06728T0	19	488.0	1868.0	30.0	298.0
CNAG_06729T0	5	618.0	577.0	22.0	158.0
CNAG_06730T0	92	4088.0	5352.0	265.0	1521.0
CNAG_06730T1	92	4088.0	5352.0	265.0	1521.0
CNAG_06732T0	85	2769.0	3936.0	124.0	924.0
CNAG_06733T0	11	1237.0	1063.0	61.0	222.0
CNAG_06734T0	6	348.0	205.0	62.0	32.0
CNAG_06737T0	39	2748.0	3747.0	129.0	924.0
CNAG_06737T1	39	2748.0	3747.0	129.0	924.0
CNAG_06738T0	19	1868.0	1935.0	116.0	406.0
CNAG_06739T0	18	1280.0	2015.0	87.0	378.0
CNAG_06740T0	39	1020.0	2381.0	69.0	435.0
CNAG_06741T0	2	324.0	203.0	60.0	40.0
CNAG_06742T0	6	543.0	433.0	58.0	77.0
CNAG_06743T0	3	199.0	193.0	19.0	37.0
CNAG_06744T0	13	1020.0	362.0	64.0	66.0
CNAG_06745T0	202	23283.0	8964.0	1863.0	2132.0
CNAG_06746T0	254	23485.0	10828.0	1783.0	2914.0
CNAG_06747T0	224	19868.0	9529.0	1241.0	2554.0
CNAG_06747T1	224	19868.0	9529.0	1241.0	2554.0
CNAG_06748T0	4	476.0	355.0	35.0	74.0
CNAG_06749T0	11	129.0	783.0	20.0	117.0
CNAG_06750T0	18	1339.0	1432.0	73.0	234.0
CNAG_06751T0	7	463.0	530.0	31.0	91.0
CNAG_06752T0	7	270.0	691.0	23.0	96.0
CNAG_06752T1	7	264.0	571.0	22.0	76.0
CNAG_06753T0	38	1965.0	1705.0	181.0	233.0
CNAG_06754T0	76	3093.0	2687.0	199.0	502.0
CNAG_06755T0	47	3680.0	2131.0	351.0	361.0
CNAG_06756T0	4	295.0	145.0	25.0	26.0
CNAG_06757T0	13	294.0	1978.0	29.0	311.0
CNAG_06757T1	13	294.0	1978.0	29.0	311.0
CNAG_06757T2	13	294.0	1978.0	29.0	311.0
CNAG_06758T0	8	111.0	582.0	10.0	82.0
CNAG_06759T0	49	4561.0	2978.0	114.0	775.0
CNAG_06760T0	5	202.0	677.0	36.0	105.0
CNAG_06761T0	5	35.0	110.0	5.0	9.0
CNAG_06762T0	17	744.0	1213.0	65.0	249.0
CNAG_06763T0	7	417.0	255.0	41.0	28.0
CNAG_06764T0	31	2321.0	1749.0	218.0	205.0
CNAG_06765T0	31	1003.0	2368.0	56.0	822.0
CNAG_06766T0	17	528.0	522.0	44.0	88.0
CNAG_06767T0	75	11405.0	5554.0	985.0	1208.0
CNAG_06769T0	18	534.0	441.0	42.0	86.0
CNAG_06770T0	1179	61356.0	39477.0	2895.0	12565.0
CNAG_06771T0	7	731.0	233.0	38.0	49.0
CNAG_06772T0	24	1852.0	1180.0	107.0	200.0
CNAG_06773T0	143	7809.0	2276.0	327.0	549.0
CNAG_06774T0	6	199.0	619.0	27.0	70.0
CNAG_06775T0	24	2311.0	805.0	171.0	192.0
CNAG_06776T0	5	94.0	498.0	7.0	123.0
CNAG_06776T1	5	94.0	498.0	7.0	123.0
CNAG_06778T0	17	1568.0	727.0	152.0	149.0
CNAG_06779T0	15	3074.0	583.0	316.0	99.0
CNAG_06780T0	12	452.0	2013.0	67.0	316.0
CNAG_06781T0	21	3806.0	1374.0	213.0	239.0
CNAG_06782T0	32	2194.0	1344.0	105.0	286.0
CNAG_06783T0	1	107.0	459.0	13.0	76.0
CNAG_06784T0	7	130.0	636.0	20.0	102.0
CNAG_06784T1	6	126.0	581.0	19.0	92.0
CNAG_06785T0	2	777.0	110.0	37.0	19.0
CNAG_06790T0	69	2436.0	1538.0	90.0	392.0
CNAG_06791T0	55	4051.0	5040.0	172.0	1206.0
CNAG_06792T0	25	1110.0	1657.0	68.0	344.0
CNAG_06793T0	9	334.0	597.0	33.0	106.0
CNAG_06794T0	24	2131.0	2124.0	147.0	441.0
CNAG_06795T0	20	1618.0	479.0	101.0	157.0
CNAG_06796T0	11	716.0	727.0	54.0	134.0
CNAG_06797T0	27	935.0	1400.0	42.0	335.0
CNAG_06798T0	8	686.0	659.0	54.0	84.0
CNAG_06799T0	10	2235.0	375.0	178.0	86.0
CNAG_06800T0	50	7633.0	3223.0	318.0	1112.0
CNAG_06801T0	9	610.0	837.0	43.0	116.0
CNAG_06804T0	8	399.0	1370.0	39.0	222.0
CNAG_06804T1	8	316.0	1325.0	34.0	217.0
CNAG_06806T0	49	3719.0	3773.0	338.0	850.0
CNAG_06807T0	1	143.0	226.0	25.0	37.0
CNAG_06808T0	4	123.0	149.0	8.0	29.0
CNAG_06809T0	12	551.0	1997.0	44.0	330.0
CNAG_06810T0	1	36.0	143.0	3.0	15.0
CNAG_06811T0	68	14678.0	2093.0	2440.0	354.0
CNAG_06812T0	43	782.0	4196.0	66.0	777.0
CNAG_06812T1	43	782.0	4196.0	66.0	777.0
CNAG_06813T0	16	396.0	1071.0	39.0	152.0
CNAG_06814T0	9	659.0	684.0	64.0	92.0
CNAG_06815T0	1	108.0	360.0	13.0	52.0
CNAG_06816T0	6	154.0	487.0	16.0	91.0
CNAG_06817T0	17	198.0	562.0	30.0	91.0
CNAG_06818T0	6	209.0	768.0	23.0	167.0
CNAG_06818T1	6	209.0	768.0	23.0	167.0
CNAG_06818T2	6	209.0	768.0	23.0	167.0
CNAG_06819T0	82	1813.0	4643.0	103.0	1285.0
CNAG_06820T0	5	940.0	183.0	60.0	36.0
CNAG_06820T1	5	940.0	183.0	60.0	36.0
CNAG_06821T0	8	691.0	1563.0	24.0	493.0
CNAG_06821T1	8	690.0	1550.0	24.0	488.0
CNAG_06822T0	2	129.0	231.0	18.0	32.0
CNAG_06824T0	20	1657.0	745.0	70.0	185.0
CNAG_06825T0	28	762.0	713.0	34.0	143.0
CNAG_06826T0	23	715.0	1988.0	43.0	432.0
CNAG_06827T0	1	81.0	250.0	2.0	55.0
CNAG_06827T1	1	81.0	250.0	2.0	55.0
CNAG_06828T0	34	1363.0	2232.0	49.0	688.0
CNAG_06829T0	72	5651.0	3350.0	125.0	1588.0
CNAG_06830T0	45	3486.0	849.0	203.0	204.0
CNAG_06831T0	3	29.0	214.0	1.0	25.0
CNAG_06831T1	3	29.0	214.0	1.0	25.0
CNAG_06832T0	4	47.0	467.0	11.0	59.0
CNAG_06832T1	4	47.0	467.0	11.0	59.0
CNAG_06832T2	4	47.0	467.0	11.0	59.0
CNAG_06834T0	55	2308.0	2620.0	96.0	544.0
CNAG_06835T0	14	832.0	1182.0	16.0	452.0
CNAG_06836T0	1	123.0	343.0	9.0	82.0
CNAG_06837T0	25	1322.0	1822.0	115.0	369.0
CNAG_06838T0	7	452.0	98.0	45.0	27.0
CNAG_06839T0	42	802.0	4569.0	81.0	749.0
CNAG_06840T0	625	39417.0	10834.0	2947.0	2436.0
CNAG_06840T1	620	39365.0	9914.0	2945.0	2310.0
CNAG_06844T0	3	112.0	248.0	15.0	62.0
CNAG_06845T0	44	375.0	3726.0	49.0	710.0
CNAG_06846T0	9	1347.0	970.0	92.0	204.0
CNAG_06847T0	54	7270.0	5216.0	1307.0	709.0
CNAG_06848T0	898	2174.0	2023.0	394.0	1376.0
CNAG_06849T0	54	5503.0	3787.0	361.0	747.0
CNAG_06852T0	7	380.0	477.0	23.0	102.0
CNAG_06853T0	18	1912.0	1492.0	18.0	578.0
CNAG_06853T1	18	1912.0	1492.0	18.0	578.0
CNAG_06853T2	18	1912.0	1492.0	18.0	578.0
CNAG_06854T0	6	107.0	344.0	9.0	68.0
CNAG_06860T0	27	625.0	3930.0	59.0	756.0
